time,R1_ch1,R1_ch2,R1_ch3,R1_ch4,R1_ch5,R2_ch1,R2_ch2,R2_ch3,R2_ch4,R2_ch5
2026-06-14T00:39:45.011408,0.133834,0.127729,0.17779,0.044701,0.265702,0.129707,0.140696,0.137033,0.117497,0.239597
2026-06-14T00:40:45.024796,0.136276,0.126508,0.171685,0.047143,0.270586,0.13337,0.140696,0.143138,0.115055,0.242039
2026-06-14T00:41:45.031909,0.139939,0.132613,0.176569,0.045922,0.264481,0.132149,0.134591,0.143138,0.119939,0.237155
2026-06-14T00:42:45.045127,0.131392,0.126508,0.171685,0.049585,0.264481,0.134591,0.140696,0.144359,0.116276,0.232271
2026-06-14T00:43:45.056442,0.132613,0.124066,0.172906,0.050806,0.264481,0.137033,0.137033,0.143138,0.122381,0.240818
2026-06-14T00:44:45.072793,0.132613,0.132613,0.170464,0.045922,0.268144,0.13337,0.137033,0.140696,0.116276,0.240818
2026-06-14T00:45:45.086618,0.135055,0.132613,0.170464,0.050806,0.269365,0.134591,0.141917,0.137033,0.116276,0.242039
2026-06-14T00:46:45.101238,0.132613,0.130171,0.176569,0.048364,0.268144,0.135812,0.143138,0.140696,0.117497,0.235934
2026-06-14T00:47:45.112324,0.137497,0.133834,0.179011,0.048364,0.274249,0.137033,0.13337,0.139475,0.117497,0.244481
2026-06-14T00:48:45.125096,0.137497,0.130171,0.176569,0.052027,0.268144,0.132149,0.135812,0.14558,0.12116,0.235934
2026-06-14T00:49:45.146411,0.139939,0.124066,0.174127,0.049585,0.262039,0.141917,0.141917,0.140696,0.116276,0.245702
2026-06-14T00:50:45.154551,0.138718,0.122845,0.17779,0.052027,0.269365,0.13337,0.137033,0.141917,0.119939,0.238376
2026-06-14T00:51:45.168596,0.133834,0.130171,0.174127,0.052027,0.264481,0.132149,0.138254,0.143138,0.117497,0.234713
2026-06-14T00:52:45.179247,0.133834,0.125287,0.174127,0.045922,0.268144,0.135812,0.137033,0.14558,0.119939,0.242039
2026-06-14T00:53:45.194216,0.132613,0.132613,0.174127,0.049585,0.269365,0.137033,0.139475,0.139475,0.12116,0.239597
2026-06-14T00:54:45.209013,0.132613,0.131392,0.176569,0.048364,0.268144,0.130928,0.135812,0.135812,0.115055,0.240818
2026-06-14T00:55:45.224897,0.133834,0.130171,0.174127,0.044701,0.270586,0.132149,0.140696,0.140696,0.116276,0.242039
2026-06-14T00:56:45.235816,0.135055,0.126508,0.174127,0.047143,0.266923,0.134591,0.139475,0.139475,0.122381,0.239597
2026-06-14T00:57:45.249416,0.139939,0.127729,0.171685,0.042259,0.269365,0.135812,0.138254,0.140696,0.117497,0.235934
2026-06-14T00:58:45.263267,0.132613,0.131392,0.17779,0.053248,0.270586,0.138254,0.139475,0.140696,0.116276,0.242039
2026-06-14T00:59:45.277098,0.138718,0.130171,0.175348,0.047143,0.26326,0.139475,0.140696,0.141917,0.12116,0.239597
2026-06-14T01:00:45.295560,0.137497,0.131392,0.176569,0.052027,0.270586,0.129707,0.139475,0.141917,0.116276,0.240818
2026-06-14T01:01:45.303297,0.137497,0.130171,0.175348,0.049585,0.264481,0.130928,0.135812,0.143138,0.12116,0.242039
2026-06-14T01:02:45.317050,0.130171,0.124066,0.171685,0.053248,0.266923,0.137033,0.139475,0.139475,0.12116,0.245702
2026-06-14T01:03:45.330969,0.133834,0.130171,0.17779,0.044701,0.271807,0.138254,0.139475,0.141917,0.115055,0.237155
2026-06-14T01:04:45.346635,0.14116,0.127729,0.171685,0.052027,0.273028,0.135812,0.135812,0.138254,0.122381,0.240818
2026-06-14T01:05:45.361135,0.137497,0.127729,0.175348,0.044701,0.270586,0.135812,0.141917,0.140696,0.118718,0.239597
2026-06-14T01:06:45.374695,0.132613,0.133834,0.180232,0.047143,0.273028,0.137033,0.137033,0.14558,0.115055,0.238376
2026-06-14T01:07:45.389318,0.142381,0.131392,0.170464,0.050806,0.265702,0.137033,0.134591,0.143138,0.116276,0.238376
